名稱,城市,類型,分齡,lat,lon,介紹,圖片網址,Unnamed: 8,時間戳記,城市(台北市、新北市...).1,詳細地址 ,類型(博物館、公園...).1,景點介紹.1,城市.1,類型.1,介紹.1
臺中火車站ˍ舊站,臺中市,3,全齡,24.13678,120.68501,無...,,,,,,,,,,
高美濕地_高美野生動物保護區,臺中市,2,全齡,24.31195,120.54981,無...,,,,,,,,,,
美術園道商圈,臺中市,1,全齡,24.13597,120.66286,無...,,,,,,,,,,
臺中州廳,臺中市,3,全齡,24.13856,120.67848,無...,,,,,,,,,,
臺中市港區藝術中心,臺中市,5,全齡,24.26946,120.55766,無...,,,,,,,,,,
后里馬場,臺中市,12,全齡,24.29856,120.73629,無...,,,,,,,,,,
第二市場,臺中市,6,全齡,24.14236,120.67882,無...,,,,,,,,,,
臺中都會公園,臺中市,12,全齡,24.20787,120.59852,無...,,,,,,,,,,
臺中酒廠,臺中市,14,全齡,24.16484,120.59907,無...,,,,,,,,,,
東協廣場,臺中市,1,全齡,24.13947,120.68364,無...,,,,,,,,,,
路思義教堂,臺中市,15,全齡,24.1789,120.60055,無...,,,,,,,,,,
大安濱海樂園&向海那漾露營區,臺中市,12,全齡,24.38369,120.58616,無...,,,,,,,,,,
八仙山國家森林遊樂區,臺中市,2,全齡,24.20073,121.00136,無...,,,,,,,,,,
大雪山國家森林遊樂區,臺中市,2,全齡,24.25533,121.00818,無...,,,,,,,,,,
葫蘆墩文化中心,臺中市,1,全齡,24.25281,120.73019,無...,,,,,,,,,,
石岡水壩,臺中市,15,全齡,24.2813,120.76952,無...,,,,,,,,,,
勤美誠品綠園道,臺中市,18,全齡,24.15123,120.66385,無...,,,,,,,,,,
佛光山惠中寺,臺中市,4,全齡,24.14909,120.64101,無...,,,,,,,,,,
后豐鐵馬道,臺中市,12,全齡,24.27231,120.74082,無...,,,,,,,,,,
大甲鐵砧山風景特定區,臺中市,2,全齡,24.35924,120.64999,無...,,,,,,,,,,
林氏貞孝坊,臺中市,3,全齡,24.34435,120.62186,無...,,,,,,,,,,
東勢客家文化園區,臺中市,1,全齡,24.25765,120.83185,無...,,,,,,,,,,
情人木橋,臺中市,16,全齡,24.27242,120.789,無...,,,,,,,,,,
紫雲巖,臺中市,4,全齡,24.27112,120.57929,無...,,,,,,,,,,
后里環保公園,臺中市,2,全齡,24.28819,120.70574,無...,,,,,,,,,,
霧峰農會酒莊,臺中市,9,全齡,24.03857,120.69295,無...,,,,,,,,,,
湖水岸藝術街坊,臺中市,1,全齡,24.13153,120.64449,無...,,,,,,,,,,
忠孝路觀光夜市,臺中市,6,全齡,24.13018,120.68344,無...,,,,,,,,,,
臺中市忠烈祠,臺中市,18,全齡,24.15276,120.69042,無...,,,,,,,,,,
國定古蹟霧峰林家ˍ萊園,臺中市,1,全齡,24.06156,120.70318,無...,,,,,,,,,,
東光園道,臺中市,12,全齡,24.13681,120.69671,無...,,,,,,,,,,
東豐自行車綠廊,臺中市,12,全齡,24.27604,120.77887,無...,,,,,,,,,,
台中南天宮-關帝聖君,臺中市,4,全齡,24.14292,120.69537,無...,,,,,,,,,,
國立臺灣體育運動大學體育場館,臺中市,13,全齡,24.15239,120.6898,無...,,,,,,,,,,
豐樂雕塑公園,臺中市,1,全齡,24.13151,120.64334,無...,,,,,,,,,,
張家祖廟,臺中市,4,全齡,24.17611,120.62205,無...,,,,,,,,,,
望高寮夜景公園,臺中市,2,全齡,24.14362,120.5813,無...,,,,,,,,,,
臺中市洲際棒球場,臺中市,12,全齡,24.19943,120.68396,無...,,,,,,,,,,
天津成衣街,臺中市,18,全齡,24.16992,120.67208,無...,,,,,,,,,,
國立自然科學博物館之植物園,臺中市,2,全齡,24.15812,120.66817,無...,,,,,,,,,,
台中城隍廟,臺中市,4,全齡,24.12854,120.68125,無...,,,,,,,,,,
慈善寺,臺中市,4,全齡,24.16865,120.69077,無...,,,,,,,,,,
新光三越百貨_台中中港店,臺中市,18,全齡,24.16477,120.64347,無...,,,,,,,,,,
萬和宮,臺中市,1,全齡,24.13786,120.63926,無...,,,,,,,,,,
萬春宮,臺中市,1,全齡,24.14214,120.68165,無...,,,,,,,,,,
金華山媽祖文物館,臺中市,1,全齡,24.34407,120.62077,無...,,,,,,,,,,
中社觀光花市,臺中市,9,全齡,24.33428,120.73021,無...,,,,,,,,,,
沐心泉休閒農場,臺中市,9,全齡,24.14957,120.84754,無...,,,,,,,,,,
昇和香菇農園,臺中市,2,全齡,24.19842,120.80122,無...,,,,,,,,,,
酒桶山,臺中市,2,全齡,24.13815,120.81431,無...,,,,,,,,,,
繼光街商圈,臺中市,6,全齡,24.1392,120.683,無...,,,,,,,,,,
中友百貨,臺中市,18,全齡,24.15224,120.68481,無...,,,,,,,,,,
廣三SOGO百貨,臺中市,18,全齡,24.15561,120.66157,無...,,,,,,,,,,
樂成宮,臺中市,1,全齡,24.1407,120.69802,無...,,,,,,,,,,
磺溪書院,臺中市,1,全齡,24.15006,120.53931,無...,,,,,,,,,,
寶覺寺,臺中市,4,全齡,24.15917,120.68771,無...,,,,,,,,,,
臺中市大墩文化中心,臺中市,5,全齡,24.14146,120.66607,無...,,,,,,,,,,
臺中市文昌公廟,臺中市,1,全齡,24.13798,120.63861,無...,,,,,,,,,,
日南車站,臺中市,1,全齡,24.37807,120.65412,無...,,,,,,,,,,
臺中線震災復興紀念碑,臺中市,1,全齡,24.32285,120.7491,無...,,,,,,,,,,
臺鐵舊山線－大安溪鐵橋,臺中市,18,全齡,24.32855,120.757,無...,,,,,,,,,,
追分車站,臺中市,1,全齡,24.12062,120.57018,無...,,,,,,,,,,
梨山風景區,臺中市,2,全齡,24.25476,121.2512,無...,,,,,,,,,,
公老坪會館農場,臺中市,9,全齡,24.26221,120.76106,無...,,,,,,,,,,
成功車站,臺中市,18,全齡,24.11422,120.59016,無...,,,,,,,,,,
昌平路皮鞋街,臺中市,18,全齡,24.1678,120.69302,無...,,,,,,,,,,
張廖家廟,臺中市,3,全齡,24.18231,120.64562,無...,,,,,,,,,,
大坑1號登山步道,臺中市,13,全齡,24.19043,120.78408,無...,,,,,,,,,,
大坑2號登山步道,臺中市,13,全齡,24.18439,120.78587,無...,,,,,,,,,,
大坑3號登山步道(封閉中),臺中市,13,全齡,24.17913,120.78322,無...,,,,,,,,,,
大坑4號登山步道(封閉中),臺中市,13,全齡,24.17562,120.79164,無...,,,,,,,,,,
大坑5號(封閉中)及5-1號登山步道,臺中市,13,全齡,24.18308,120.79738,無...,,,,,,,,,,
大坑6號登山步道,臺中市,13,全齡,24.18768,120.73083,無...,,,,,,,,,,
大坑7號登山步道,臺中市,13,全齡,24.18759,120.7303,無...,,,,,,,,,,
大坑8號登山步道,臺中市,13,全齡,24.19103,120.72824,無...,,,,,,,,,,
七分窯,臺中市,1,全齡,24.24148,120.78853,無...,,,,,,,,,,
薰衣草森林 台中新社店,臺中市,2,全齡,24.12848,120.84135,無...,,,,,,,,,,
成功路青草街,臺中市,18,全齡,24.14011,120.68452,無...,,,,,,,,,,
南屯老街,臺中市,1,全齡,24.13909,120.63948,無...,,,,,,,,,,
武陵國家森林遊樂區,臺中市,2,全齡,24.34787,121.30981,無...,,,,,,,,,,
一中商圈,臺中市,6,全齡,24.14914,120.68502,無...,,,,,,,,,,
大坑風景區,臺中市,2,全齡,24.1802,120.7337,無...,,,,,,,,,,
臺灣民俗文物館,臺中市,1,全齡,24.17528,120.68704,無...,,,,,,,,,,
圓滿戶外劇場,臺中市,15,全齡,24.14586,120.64555,無...,,,,,,,,,,
大坑10號登山步道(封閉中),臺中市,13,全齡,24.18015,120.73367,無...,,,,,,,,,,
賴高山藝術紀念館,臺中市,1,全齡,24.12689,120.6893,無...,,,,,,,,,,
豐原漆藝館,臺中市,1,全齡,24.25509,120.74579,無...,,,,,,,,,,
臺中市立圖書館西屯分館,臺中市,1,全齡,24.17299,120.64902,無...,,,,,,,,,,
臺中放送局,臺中市,3,全齡,24.14994,120.69066,無...,,,,,,,,,,
臺中市役所,臺中市,1,全齡,24.13835,120.67911,無...,,,,,,,,,,
忠信市場,臺中市,18,全齡,24.13993,120.66347,無...,,,,,,,,,,
臺中市立圖書館沙鹿深波分館,臺中市,18,全齡,24.23328,120.56379,無...,,,,,,,,,,
南屯犂頭店生活館,臺中市,5,全齡,24.13628,120.63896,無...,,,,,,,,,,
臺中市立圖書館石岡分館,臺中市,1,全齡,24.27404,120.77579,無...,,,,,,,,,,
臺中市長公館ˍ不老夢想125號,臺中市,3,全齡,24.1487,120.68682,無...,,,,,,,,,,
石岡土牛客家文化館,臺中市,1,全齡,24.26555,120.80969,無...,,,,,,,,,,
梨山文物陳列館,臺中市,1,全齡,24.25248,121.25636,無...,,,,,,,,,,
后里薩克斯風玩家館,臺中市,1,全齡,24.30831,120.70985,無...,,,,,,,,,,
大里杙文化館,臺中市,1,全齡,24.09813,120.67719,無...,,,,,,,,,,
霧峰林家花園林獻堂博物館園區,臺中市,1,全齡,24.06121,120.70311,無...,,,,,,,,,,
太平古農莊文物館,臺中市,3,全齡,24.11732,120.7424,無...,,,,,,,,,,
張連昌薩克斯風博物館,臺中市,1,全齡,24.31239,120.69458,無...,,,,,,,,,,
霧峰菇類產學館,臺中市,9,全齡,24.06486,120.69806,無...,,,,,,,,,,
臺中市大甲區中正紀念館,臺中市,1,全齡,24.33991,120.6262,無...,,,,,,,,,,
大甲三寶文化館ˍ裕珍馨光明旗艦店,臺中市,6,全齡,24.34408,120.62322,無...,,,,,,,,,,
阿聰師芋頭文化館,臺中市,14,全齡,24.34645,120.6022,無...,,,,,,,,,,
臺中市美術家資料館,臺中市,1,全齡,24.26957,120.55769,無...,,,,,,,,,,
清水區農村文物館,臺中市,1,全齡,24.26816,120.55972,無...,,,,,,,,,,
臺中國際機場,臺中市,1,全齡,24.25578,120.60039,無...,,,,,,,,,,
彩虹村,臺中市,5,全齡,24.13368,120.60983,無...,,,,,,,,,,
大甲鎮瀾宮,臺中市,4,全齡,24.34523,120.62357,無...,,,,,,,,,,
新社花海(農委會種苗改良繁殖場第二農場),臺中市,9,全齡,24.20332,120.80604,無...,,,,,,,,,,
六寶公園,臺中市,12,全齡,24.2372,120.62602,無...,,,,,,,,,,
老虎城購物中心,臺中市,18,全齡,24.16408,120.63813,無...,,,,,,,,,,
咬人狗坑生態景觀步道,臺中市,2,全齡,24.13892,120.74447,無...,,,,,,,,,,
東海藝術街商圈,臺中市,18,全齡,24.18802,120.59322,無...,,,,,,,,,,
梧棲真武宮,臺中市,4,全齡,24.25667,120.52899,無...,,,,,,,,,,
擁葉生態農場,臺中市,2,全齡,24.25159,120.84189,無...,,,,,,,,,,
台中市魚市場ˍ哈漁碼頭,臺中市,1,全齡,24.14821,120.62167,無...,,,,,,,,,,
臺中市政府ˍ新市政大樓,臺中市,18,全齡,24.16157,120.64688,無...,,,,,,,,,,
國立公共資訊圖書館,臺中市,1,全齡,24.1274,120.6708,無...,,,,,,,,,,
豐原太平洋百貨,臺中市,18,全齡,24.25101,120.72054,無...,,,,,,,,,,
大魯閣新時代,臺中市,6,全齡,24.13577,120.68775,無...,,,,,,,,,,
金典綠園道,臺中市,12,全齡,24.15569,120.66307,無...,,,,,,,,,,
旱溪親水式自行車道,臺中市,13,全齡,24.17275,120.70904,無...,,,,,,,,,,
草悟道,臺中市,5,全齡,24.14841,120.66478,無...,,,,,,,,,,
知高圳步道,臺中市,11,全齡,24.11801,120.58959,無...,,,,,,,,,,
立法院民主議政園區,臺中市,1,全齡,24.05391,120.69981,無...,,,,,,,,,,
新田登山步道(部分路段封閉),臺中市,2,全齡,24.214,120.73808,無...,,,,,,,,,,
宮原眼科,臺中市,3,全齡,24.13784,120.68356,無...,,,,,,,,,,
國家漫畫博物館(臺中刑務所演武場),臺中市,1,全齡,24.13438,120.6739,無...,,,,,,,,,,
孫立人將軍故居,臺中市,3,全齡,24.14685,120.66818,無...,,,,,,,,,,
文化部文化資產園區,臺中市,1,全齡,24.13348,120.68169,無...,,,,,,,,,,
大坑粉紅情人橋,臺中市,12,全齡,24.16647,120.72784,無...,,,,,,,,,,
寶之林廢棄家具再生中心,臺中市,14,全齡,24.17335,120.72138,無...,,,,,,,,,,
磨仔墩故事島,臺中市,12,全齡,24.12101,120.75466,無...,,,,,,,,,,
鞋寶觀光工廠,臺中市,14,全齡,24.17108,120.60406,無...,,,,,,,,,,
水流東桐花步道,臺中市,11,全齡,24.32562,120.67473,無...,,,,,,,,,,
亞洲大學,臺中市,5,全齡,24.04615,120.6874,無...,,,,,,,,,,
921震災紀念公園,臺中市,12,全齡,24.11658,120.72383,無...,,,,,,,,,,
台灣味噌釀造文化館,臺中市,1,全齡,24.23423,120.7006,無...,,,,,,,,,,
豐原慈濟宮,臺中市,1,全齡,24.25167,120.71901,無...,,,,,,,,,,
優恩蜜溫室蔬果觀光農園,臺中市,9,全齡,24.26744,120.80434,無...,,,,,,,,,,
大里老街,臺中市,1,全齡,24.09739,120.67733,無...,,,,,,,,,,
金陵山宗教休閒園區,臺中市,18,全齡,24.03269,120.71997,無...,,,,,,,,,,
食水嵙休閒農業區,臺中市,2,全齡,24.27584,120.78061,無...,,,,,,,,,,
軟埤坑休閒農業區,臺中市,2,全齡,24.19118,120.84371,無...,,,,,,,,,,
麻園頭溪溪濱公園,臺中市,2,全齡,24.10858,120.63059,無...,,,,,,,,,,
馬力埔休閒農業區,臺中市,9,全齡,24.22203,120.79353,無...,,,,,,,,,,
烏日啤酒觀光工廠,臺中市,6,全齡,24.11148,120.62235,無...,,,,,,,,,,
秋紅谷景觀生態公園,臺中市,12,全齡,24.16797,120.63905,無...,,,,,,,,,,
泰安鐵道文化園區,臺中市,1,全齡,24.32318,120.75012,無...,,,,,,,,,,
趙家窯,臺中市,1,全齡,24.23245,120.64416,無...,,,,,,,,,,
木匠兄妹木工房,臺中市,1,全齡,24.29107,120.72116,無...,,,,,,,,,,
沙鹿之翼,臺中市,12,全齡,24.23812,120.56899,無...,,,,,,,,,,
石岡農會碾米穀倉,臺中市,1,全齡,24.27553,120.77651,無...,,,,,,,,,,
石岡老街,臺中市,1,全齡,24.27608,120.77608,無...,,,,,,,,,,
鹿寮成衣商圈,臺中市,18,全齡,24.2491,120.56449,無...,,,,,,,,,,
東勢河濱公園,臺中市,11,全齡,24.25695,120.82394,無...,,,,,,,,,,
大庄浩天宮,臺中市,4,全齡,24.24608,120.53975,無...,,,,,,,,,,
天梯步道,臺中市,2,全齡,24.19136,120.84361,無...,,,,,,,,,,
梧棲朝元宮,臺中市,1,全齡,24.25645,120.52975,無...,,,,,,,,,,
國道臺中清水服務區休息站,臺中市,1,全齡,24.28163,120.60131,無...,,,,,,,,,,
摘星山莊,臺中市,1,全齡,24.22356,120.69764,無...,,,,,,,,,,
大甲文昌祠,臺中市,4,全齡,24.34776,120.6228,無...,,,,,,,,,,
潭子運動公園,臺中市,12,全齡,24.2096,120.70122,無...,,,,,,,,,,
萬里長城登山步道(部分路段封閉中),臺中市,2,全齡,24.15395,120.56492,無...,,,,,,,,,,
紅樹林生態區,臺中市,2,全齡,24.37482,120.58318,無...,,,,,,,,,,
劉秀才古厝,臺中市,3,全齡,24.31887,120.64118,無...,,,,,,,,,,
梧棲老街,臺中市,1,全齡,24.25776,120.52993,無...,,,,,,,,,,
縱貫鐵路海線清水車站,臺中市,1,全齡,24.26362,120.56918,無...,,,,,,,,,,
匠師的故鄉休閒農業區,臺中市,9,全齡,24.42151,120.61719,無...,,,,,,,,,,
寶熊漁樂碼頭,臺中市,14,全齡,24.22024,120.70609,無...,,,,,,,,,,
龜殼生態公園,臺中市,2,全齡,24.37134,120.58406,無...,,,,,,,,,,
新都生態公園,臺中市,2,全齡,24.17346,120.72857,無...,,,,,,,,,,
東海別墅夜市,臺中市,6,全齡,24.1815,120.59262,無...,,,,,,,,,,
亞洲大學現代美術館,臺中市,5,全齡,24.04615,120.6874,無...,,,,,,,,,,
新社商圈,臺中市,6,全齡,24.20432,120.79618,無...,,,,,,,,,,
鳳凰山農場,臺中市,11,全齡,24.30765,120.74982,無...,,,,,,,,,,
霧峰林家宮保第園區,臺中市,1,全齡,24.06284,120.70081,無...,,,,,,,,,,
臺灣印刷探索館,臺中市,14,全齡,24.08716,120.69651,無...,,,,,,,,,,
紙箱王 Carton King,臺中市,12,全齡,24.17784,120.73908,無...,,,,,,,,,,
東勢林業文化園區,臺中市,1,全齡,24.24378,120.83338,無...,,,,,,,,,,
臺中國家歌劇院,臺中市,1,全齡,24.16265,120.6403,無...,,,,,,,,,,
第四信用合作社,臺中市,1,全齡,24.13896,120.68199,無...,,,,,,,,,,
高鐵臺中站,臺中市,18,全齡,24.11169,120.61608,無...,,,,,,,,,,
豐原廟東復興商圈,臺中市,6,全齡,24.25157,120.71913,無...,,,,,,,,,,
霧峰樹仁商圈,臺中市,6,全齡,24.06119,120.69663,無...,,,,,,,,,,
公益路美食,臺中市,6,全齡,24.15088,120.65108,無...,,,,,,,,,,
屯區藝文中心,臺中市,5,全齡,24.15687,120.73501,無...,,,,,,,,,,
綠光計畫,臺中市,1,全齡,24.14758,120.66294,無...,,,,,,,,,,
PARK2草悟廣場,臺中市,1,全齡,24.14957,120.66505,無...,,,,,,,,,,
國立臺灣音樂文化園區,臺中市,1,全齡,24.05867,120.69871,無...,,,,,,,,,,
大安水蓑衣生態教育園區,臺中市,2,全齡,24.35289,120.56945,無...,,,,,,,,,,
新社星願紫風車,臺中市,12,全齡,24.20411,120.79676,無...,,,,,,,,,,
光復新村,臺中市,1,全齡,24.04366,120.69521,無...,,,,,,,,,,
磐頂教會,臺中市,4,全齡,24.17746,120.58342,無...,,,,,,,,,,
大肚瑞井里,臺中市,1,全齡,24.1634,120.57108,無...,,,,,,,,,,
清水眷村文化園區,臺中市,1,全齡,24.26897,120.55801,無...,,,,,,,,,,
社口林宅ˍ大夫第,臺中市,3,全齡,24.24792,120.68358,無...,,,,,,,,,,
鎮瀾文化大樓,臺中市,1,全齡,24.35397,120.62116,無...,,,,,,,,,,
坪林森林公園,臺中市,2,全齡,24.14812,120.72996,無...,,,,,,,,,,
牛罵頭遺址文化園區,臺中市,1,全齡,24.26825,120.58051,無...,,,,,,,,,,
臺中文學館,臺中市,1,全齡,24.13924,120.67257,無...,,,,,,,,,,
台灣太陽餅博物館,臺中市,3,全齡,24.13968,120.68241,無...,,,,,,,,,,
IKEA 宜家家居 台中店,臺中市,18,全齡,24.14704,120.64291,無...,,,,,,,,,,
梨之鄉休閒農業區,臺中市,9,全齡,24.25464,120.84898,無...,,,,,,,,,,
水流東休閒農業區,臺中市,2,全齡,24.32177,120.68869,無...,,,,,,,,,,
大甲溪發電廠生態園區(馬鞍壩生態園區),臺中市,2,全齡,24.18588,120.92153,無...,,,,,,,,,,
菩薩寺,臺中市,1,全齡,24.1069,120.67657,無...,,,,,,,,,,
麗水漁港,臺中市,2,全齡,24.20007,120.49491,無...,,,,,,,,,,
抽藤坑休閒農業區,臺中市,2,全齡,24.15977,120.82622,無...,,,,,,,,,,
清水大楊油庫,臺中市,18,全齡,24.29557,120.61177,無...,,,,,,,,,,
青桐林生態園區,臺中市,2,全齡,24.05121,120.78064,無...,,,,,,,,,,
黎明新村,臺中市,18,全齡,24.15212,120.63213,無...,,,,,,,,,,
太平光興隆大橋,臺中市,18,全齡,24.11644,120.72566,無...,,,,,,,,,,
大坑景觀橋,臺中市,18,全齡,24.16647,120.72786,無...,,,,,,,,,,
思源埡口,臺中市,2,全齡,24.39116,121.35272,無...,,,,,,,,,,
彰化銀行總行及行史館,臺中市,3,全齡,24.13984,120.68222,無...,,,,,,,,,,
臺中市眷村文物館,臺中市,1,全齡,24.16124,120.69518,無...,,,,,,,,,,
阿薩斯雕像,臺中市,15,全齡,24.14751,120.66476,無...,,,,,,,,,,
柳川水岸景觀步道,臺中市,2,全齡,24.14258,120.67715,無...,,,,,,,,,,
新臺中火車站,臺中市,18,全齡,24.13757,120.68664,無...,,,,,,,,,,
審計新村,臺中市,1,全齡,24.14493,120.66261,無...,,,,,,,,,,
一德洋樓ˍ台中市歷史建築林懋陽故居,臺中市,3,全齡,24.16609,120.69299,無...,,,,,,,,,,
興大康橋,臺中市,2,全齡,24.11692,120.67421,無...,,,,,,,,,,
月恆門,臺中市,3,全齡,24.25807,120.83197,無...,,,,,,,,,,
金門橋,臺中市,3,全齡,24.22022,120.83519,無...,,,,,,,,,,
DaliArt 藝術廣場,臺中市,5,全齡,24.08518,120.69623,無...,,,,,,,,,,
清水趙家古厝,臺中市,1,全齡,24.28563,120.58772,無...,,,,,,,,,,
新天地西洋博物館,臺中市,5,全齡,24.14189,120.70151,無...,,,,,,,,,,
高美濕地景觀橋,臺中市,5,全齡,24.30842,120.54964,無...,,,,,,,,,,
大肚瑞井登山步道,臺中市,1,全齡,24.16494,120.57091,無...,,,,,,,,,,
永信醫藥文物館,臺中市,12,全齡,24.36073,120.64817,無...,,,,,,,,,,
潭子觀光蘭園,臺中市,1,全齡,24.20975,120.68833,無...,,,,,,,,,,
舊社里彩繪村,臺中市,1,全齡,24.29475,120.70098,無...,,,,,,,,,,
新盛綠川水岸廊道,臺中市,1,全齡,24.139,120.68451,無...,,,,,,,,,,
筏子溪自行車道,臺中市,1,全齡,24.18379,120.62938,無...,,,,,,,,,,
臺中市濱海自行車道ˍ大甲段,臺中市,1,全齡,24.41975,120.60969,無...,,,,,,,,,,
高美海堤自行車道,臺中市,1,全齡,24.29986,120.54607,無...,,,,,,,,,,
清水自行車道/五福圳段,臺中市,1,全齡,24.27433,120.57947,無...,,,,,,,,,,
中科自行車道,臺中市,1,全齡,24.20877,120.61946,無...,,,,,,,,,,
永豐六分線自行車道,臺中市,1,全齡,24.33482,120.70022,無...,,,,,,,,,,
頭汴坑酒桶山自行車道,臺中市,1,全齡,24.12081,120.75394,無...,,,,,,,,,,
臺中市濱海自行車道ˍ大安段,臺中市,1,全齡,24.39923,120.59934,無...,,,,,,,,,,
頭汴坑溪自行車道,臺中市,1,全齡,24.13276,120.73573,無...,,,,,,,,,,
太平蝙蝠洞、百蝠吊橋及登山步道(封閉中),臺中市,2,全齡,24.10812,120.77972,無...,,,,,,,,,,
西岐城_西岐里活動中心,臺中市,1,全齡,24.41795,120.63146,無...,,,,,,,,,,
秀泰生活台中站前店,臺中市,1,全齡,24.14059,120.68977,無...,,,,,,,,,,
竹坑南寮登山步道,臺中市,11,全齡,24.1788,120.54956,無...,,,,,,,,,,
龍井堤防自行車道,臺中市,1,全齡,24.19428,120.5352,無...,,,,,,,,,,
陳三綱堂,臺中市,1,全齡,24.1789,120.5293,無...,,,,,,,,,,
龍目井,臺中市,1,全齡,24.20007,120.54772,無...,,,,,,,,,,
亨德公園,臺中市,1,全齡,24.17561,120.56736,無...,,,,,,,,,,
寶泉甘味手造所,臺中市,18,全齡,24.2583,120.73205,無...,,,,,,,,,,
Sylvia創意小學堂-miniCNC雕刻體驗館,臺中市,1,全齡,24.2521,120.72969,無...,,,,,,,,,,
舊頂街派出所,臺中市,1,全齡,24.25367,120.72259,無...,,,,,,,,,,
臺中市立圖書館溪西分館,臺中市,1,全齡,24.1758,120.62558,無...,,,,,,,,,,
東勢林場,臺中市,1,全齡,24.28661,120.8688,無...,,,,,,,,,,
草湖溪自行車道,臺中市,1,全齡,24.08203,120.70911,無...,,,,,,,,,,
山線自行車道(專用道路段),臺中市,1,全齡,24.09861,120.69409,無...,,,,,,,,,,
乾溪自行車道,臺中市,1,全齡,24.06598,120.69434,無...,,,,,,,,,,
中心瓏登山步道,臺中市,1,全齡,24.05829,120.70279,無...,,,,,,,,,,
萬豐環山步道,臺中市,1,全齡,24.02757,120.70304,無...,,,,,,,,,,
阿罩霧櫻花杜鵑步道,臺中市,1,全齡,24.05362,120.70077,無...,,,,,,,,,,
青桐林生態區步道,臺中市,1,全齡,24.05127,120.78055,無...,,,,,,,,,,
筏子溪門戶迎賓水岸廊道,臺中市,1,全齡,24.13048,120.61968,無...,,,,,,,,,,
南勢溪湧泉,臺中市,1,全齡,24.21391,120.55824,無...,,,,,,,,,,
大振豐洋傘文創主題館,臺中市,1,全齡,24.16186,120.72323,無...,,,,,,,,,,
太平買菸場,臺中市,1,全齡,24.13406,120.72448,無...,,,,,,,,,,
霧峰．民生．故事館,臺中市,1,全齡,24.03947,120.69267,無...,,,,,,,,,,
臺中市纖維工藝博物館,臺中市,1,全齡,24.10083,120.68315,無...,,,,,,,,,,
臺中作家典藏館,臺中市,1,全齡,24.14597,120.68486,無...,,,,,,,,,,
林之助紀念館,臺中市,1,全齡,24.14125,120.67348,無...,,,,,,,,,,
中國醫藥大學立夫中醫藥博物館,臺中市,1,全齡,24.15598,120.67959,無...,,,,,,,,,,
高美濕地遊客服務中心&夕陽漫漫露營場(露營場、二樓景觀餐廳暨一樓咖啡廳至115年1月31日暫停營業),臺中市,1,全齡,24.30529,120.54761,無...,,,,,,,,,,
MITSUI OUTLET PARK 台中港,臺中市,18,全齡,24.25887,120.51842,無...,,,,,,,,,,
臺中監獄矯正教育館,臺中市,1,全齡,24.14216,120.59984,無...,,,,,,,,,,
立法院民主議政園區議員會館(議蘆會館),臺中市,1,全齡,24.05391,120.69981,無...,,,,,,,,,,
國光假日花市,臺中市,1,全齡,24.10322,120.68242,無...,,,,,,,,,,
積善樓,臺中市,1,全齡,24.16931,120.69384,無...,,,,,,,,,,
原日軍臺中飛行場機槍堡,臺中市,1,全齡,24.18858,120.65852,無...,,,,,,,,,,
帝國製糖廠臺中營業所,臺中市,1,全齡,24.13778,120.69221,無...,,,,,,,,,,
臺灣火柴故事館,臺中市,1,全齡,24.11718,120.66364,無...,,,,,,,,,,
臺中市原住民族文化館,臺中市,1,全齡,24.23539,120.62205,無...,,,,,,,,,,
大呷麵本家故事館,臺中市,1,全齡,24.33536,120.61323,無...,,,,,,,,,,
甲后自行車道,臺中市,1,全齡,24.31881,120.62306,無...,,,,,,,,,,
南埔鷺鷥林,臺中市,11,全齡,24.34933,120.56511,無...,,,,,,,,,,
頂魚寮公園,臺中市,11,全齡,24.26558,120.53619,無...,,,,,,,,,,
大肚藍色公路,臺中市,18,全齡,24.15617,120.56829,無...,,,,,,,,,,
外埔忘憂谷,臺中市,2,全齡,24.30854,120.64739,無...,,,,,,,,,,
中科橫山公園,臺中市,15,全齡,24.21123,120.62589,無...,,,,,,,,,,
公老坪,臺中市,11,全齡,24.26352,120.75359,無...,,,,,,,,,,
葫蘆墩公園,臺中市,15,全齡,24.26055,120.72187,無...,,,,,,,,,,
學田山,臺中市,11,全齡,24.12162,120.5833,無...,,,,,,,,,,
大雅麥田,臺中市,11,全齡,24.23792,120.65277,無...,,,,,,,,,,
靜宜大學_主顧聖母堂,臺中市,4,全齡,24.2258,120.57719,無...,,,,,,,,,,
潭子落羽松祕境,臺中市,11,全齡,24.21427,120.738,無...,,,,,,,,,,
大坑11號登山步道(封閉中),臺中市,1,全齡,24.17758,120.73961,無...,,,,,,,,,,
草嶺登山步道及楓仔林登山步道,臺中市,11,全齡,24.10593,120.77404,無...,,,,,,,,,,
桐林里登山步道,臺中市,1,全齡,24.06338,120.73777,無...,,,,,,,,,,
幻覺博物館,臺中市,5,全齡,24.15605,120.65635,無...,,,,,,,,,,
社口萬興宮,臺中市,1,全齡,24.2454,120.68405,無...,,,,,,,,,,
潭水亭,臺中市,1,全齡,24.21025,120.70768,無...,,,,,,,,,,
筱雲山莊,臺中市,1,全齡,24.23568,120.69541,無...,,,,,,,,,,
臺中清真寺,臺中市,1,全齡,24.13621,120.64979,無...,,,,,,,,,,
雙崎部落埋伏坪登山步道(封閉中),臺中市,1,全齡,24.29155,120.90923,無...,,,,,,,,,,
白陽聖廟,臺中市,1,全齡,24.0308,120.71872,無...,,,,,,,,,,
